"","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","rental_type","rental_num","rentalship","day_in_month","year"
"236","2011-08-24",3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,"casual",949,"Low",24,2011
"237","2011-08-25",3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,"casual",435,"Low",25,2011
"238","2011-08-26",3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,"casual",768,"Low",26,2011
"239","2011-08-27",3,0,8,0,6,0,2,0.68,0.635556,0.85,0.375617,"casual",226,"Low",27,2011
"240","2011-08-28",3,0,8,0,0,0,1,0.707059,0.647959,0.561765,0.304659,"casual",1415,"Low",28,2011
"241","2011-08-29",3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,"casual",729,"Low",29,2011
"242","2011-08-30",3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,"casual",775,"Low",30,2011
"243","2011-08-31",3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,"casual",688,"Low",31,2011
"244","2011-09-01",3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,"casual",783,"Low",1,2011
"245","2011-09-02",3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,"casual",875,"Low",2,2011
"246","2011-09-03",3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,"casual",1935,"Low",3,2011
"247","2011-09-04",3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,"casual",2521,"Low",4,2011
"248","2011-09-05",3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,"casual",1236,"Low",5,2011
"249","2011-09-06",3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,"casual",204,"Low",6,2011
"250","2011-09-07",3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,"casual",118,"Low",7,2011
"251","2011-09-08",3,0,9,0,4,1,3,0.633913,0.555361,0.939565,0.192748,"casual",153,"Low",8,2011
"252","2011-09-09",3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,"casual",417,"Low",9,2011
"253","2011-09-10",3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,"casual",1750,"Low",10,2011
"254","2011-09-11",3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,"casual",1633,"Low",11,2011
"255","2011-09-12",3,0,9,0,1,1,1,0.644348,0.60213,0.692174,0.088913,"casual",690,"Low",12,2011
"256","2011-09-13",3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.141804,"casual",701,"Low",13,2011
"257","2011-09-14",3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,"casual",647,"Low",14,2011
"258","2011-09-15",3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,"casual",428,"Low",15,2011
"259","2011-09-16",3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,"casual",742,"Low",16,2011
"260","2011-09-17",3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,"casual",1434,"Low",17,2011
"261","2011-09-18",3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,"casual",1353,"Low",18,2011
"262","2011-09-19",3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.151742,"casual",691,"Low",19,2011
"263","2011-09-20",3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,"casual",438,"Low",20,2011
"264","2011-09-21",3,0,9,0,3,1,2,0.595,0.550533,0.9,0.0964042,"casual",539,"Low",21,2011
"265","2011-09-22",3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,"casual",555,"Low",22,2011
"266","2011-09-23",4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,"casual",258,"Low",23,2011
"267","2011-09-24",4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,"casual",1776,"Low",24,2011
"268","2011-09-25",4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,"casual",1544,"Low",25,2011
"269","2011-09-26",4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,"casual",684,"Low",26,2011
"270","2011-09-27",4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,"casual",477,"Low",27,2011
"271","2011-09-28",4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,"casual",480,"Low",28,2011
"272","2011-09-29",4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.172883,"casual",653,"Low",29,2011
"273","2011-09-30",4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,"casual",830,"Low",30,2011
"274","2011-10-01",4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,"casual",480,"Low",1,2011
"275","2011-10-02",4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.222013,"casual",616,"Low",2,2011
"276","2011-10-03",4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.0833458,"casual",330,"Low",3,2011
"277","2011-10-04",4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,"casual",486,"Low",4,2011
"278","2011-10-05",4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,"casual",559,"Low",5,2011
"279","2011-10-06",4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,"casual",639,"Low",6,2011
"280","2011-10-07",4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,"casual",949,"Low",7,2011
"281","2011-10-08",4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,"casual",2235,"Low",8,2011
"282","2011-10-09",4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,"casual",2397,"Low",9,2011
"283","2011-10-10",4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,"casual",1514,"Low",10,2011
"284","2011-10-11",4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,"casual",667,"Low",11,2011
"285","2011-10-12",4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,"casual",217,"Low",12,2011
"286","2011-10-13",4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,"casual",290,"Low",13,2011
"287","2011-10-14",4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,"casual",529,"Low",14,2011
"288","2011-10-15",4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,"casual",1899,"Low",15,2011
"289","2011-10-16",4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,"casual",1748,"Low",16,2011
"290","2011-10-17",4,0,10,0,1,1,1,0.534167,0.510725,0.579583,0.175379,"casual",713,"Low",17,2011
"291","2011-10-18",4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.110087,"casual",637,"Low",18,2011
"292","2011-10-19",4,0,10,0,3,1,3,0.541739,0.513848,0.895217,0.243339,"casual",254,"Low",19,2011
"293","2011-10-20",4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,"casual",471,"Low",20,2011
"294","2011-10-21",4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,"casual",676,"Low",21,2011
"295","2011-10-22",4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.0926667,"casual",1499,"Low",22,2011
"296","2011-10-23",4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,"casual",1619,"Low",23,2011
"297","2011-10-24",4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.118792,"casual",699,"Low",24,2011
"298","2011-10-25",4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,"casual",695,"Low",25,2011
"299","2011-10-26",4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,"casual",404,"Low",26,2011
"300","2011-10-27",4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.197763,"casual",240,"Low",27,2011
"301","2011-10-28",4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,"casual",456,"Low",28,2011
"302","2011-10-29",4,0,10,0,6,0,3,0.254167,0.227913,0.8825,0.351371,"casual",57,"Low",29,2011
"303","2011-10-30",4,0,10,0,0,0,1,0.319167,0.321329,0.62375,0.176617,"casual",885,"Low",30,2011
"304","2011-10-31",4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,"casual",362,"Low",31,2011
"305","2011-11-01",4,0,11,0,2,1,1,0.400833,0.397088,0.68375,0.135571,"casual",410,"Low",1,2011
"306","2011-11-02",4,0,11,0,3,1,1,0.3775,0.390133,0.71875,0.0820917,"casual",370,"Low",2,2011
"307","2011-11-03",4,0,11,0,4,1,1,0.408333,0.405921,0.702083,0.136817,"casual",318,"Low",3,2011
"308","2011-11-04",4,0,11,0,5,1,2,0.403333,0.403392,0.6225,0.271779,"casual",470,"Low",4,2011
"309","2011-11-05",4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,"casual",1156,"Low",5,2011
"310","2011-11-06",4,0,11,0,0,0,1,0.348333,0.362358,0.734583,0.0920542,"casual",952,"Low",6,2011
"311","2011-11-07",4,0,11,0,1,1,1,0.395,0.400871,0.75875,0.057225,"casual",373,"Low",7,2011
"312","2011-11-08",4,0,11,0,2,1,1,0.408333,0.412246,0.721667,0.0690375,"casual",376,"Low",8,2011
"313","2011-11-09",4,0,11,0,3,1,1,0.4,0.409079,0.758333,0.0621958,"casual",305,"Low",9,2011
"314","2011-11-10",4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,"casual",190,"Low",10,2011
"315","2011-11-11",4,0,11,1,5,0,1,0.324167,0.306817,0.44625,0.314675,"casual",440,"Low",11,2011
"316","2011-11-12",4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,"casual",1275,"Low",12,2011
"317","2011-11-13",4,0,11,0,0,0,1,0.440833,0.43055,0.458333,0.281721,"casual",1004,"Low",13,2011
"318","2011-11-14",4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,"casual",595,"Low",14,2011
"319","2011-11-15",4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,"casual",449,"Low",15,2011
"320","2011-11-16",4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,"casual",145,"Low",16,2011
"321","2011-11-17",4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,"casual",139,"Low",17,2011
"322","2011-11-18",4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,"casual",245,"Low",18,2011
"323","2011-11-19",4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,"casual",943,"Low",19,2011
"324","2011-11-20",4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,"casual",787,"Low",20,2011
"325","2011-11-21",4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,"casual",220,"Low",21,2011
"326","2011-11-22",4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,"casual",69,"Low",22,2011
"327","2011-11-23",4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,"casual",112,"Low",23,2011
"328","2011-11-24",4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,"casual",560,"Low",24,2011
"329","2011-11-25",4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,"casual",1095,"Low",25,2011
"330","2011-11-26",4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,"casual",1249,"Low",26,2011
"331","2011-11-27",4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,"casual",810,"Low",27,2011
"332","2011-11-28",4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,"casual",253,"Low",28,2011
"333","2011-11-29",4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,"casual",96,"Low",29,2011
"334","2011-11-30",4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,"casual",188,"Low",30,2011
"335","2011-12-01",4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,"casual",182,"Low",1,2011
"336","2011-12-02",4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,"casual",268,"Low",2,2011
"337","2011-12-03",4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,"casual",706,"Low",3,2011
"338","2011-12-04",4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,"casual",634,"Low",4,2011
"339","2011-12-05",4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,"casual",233,"Low",5,2011
"340","2011-12-06",4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,"casual",126,"Low",6,2011
"341","2011-12-07",4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,"casual",50,"Low",7,2011
"342","2011-12-08",4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,"casual",150,"Low",8,2011
"343","2011-12-09",4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,"casual",261,"Low",9,2011
"344","2011-12-10",4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,"casual",502,"Low",10,2011
"345","2011-12-11",4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,"casual",377,"Low",11,2011
"346","2011-12-12",4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,"casual",143,"Low",12,2011
"347","2011-12-13",4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,"casual",155,"Low",13,2011
"348","2011-12-14",4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,"casual",178,"Low",14,2011
"349","2011-12-15",4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,"casual",181,"Low",15,2011
"350","2011-12-16",4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,"casual",178,"Low",16,2011
"351","2011-12-17",4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,"casual",275,"Low",17,2011
"352","2011-12-18",4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,"casual",220,"Low",18,2011
"353","2011-12-19",4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,"casual",260,"Low",19,2011
"354","2011-12-20",4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,"casual",216,"Low",20,2011
"355","2011-12-21",1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,"casual",107,"Low",21,2011
"356","2011-12-22",1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,"casual",227,"Low",22,2011
"357","2011-12-23",1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,"casual",163,"Low",23,2011
"358","2011-12-24",1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,"casual",155,"Low",24,2011
"359","2011-12-25",1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,"casual",303,"Low",25,2011
"360","2011-12-26",1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,"casual",430,"Low",26,2011
"361","2011-12-27",1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,"casual",103,"Low",27,2011
"362","2011-12-28",1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,"casual",255,"Low",28,2011
"363","2011-12-29",1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,"casual",254,"Low",29,2011
"364","2011-12-30",1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,"casual",491,"Low",30,2011
"365","2011-12-31",1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,"casual",665,"Low",31,2011
"366","2012-01-01",1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,"casual",686,"Low",1,2012
"367","2012-01-02",1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,"casual",244,"Low",2,2012
"368","2012-01-03",1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,"casual",89,"Low",3,2012
"369","2012-01-04",1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,"casual",95,"Low",4,2012
"370","2012-01-05",1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,"casual",140,"Low",5,2012
"371","2012-01-06",1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,"casual",307,"Low",6,2012
"372","2012-01-07",1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,"casual",1070,"Low",7,2012
"373","2012-01-08",1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,"casual",599,"Low",8,2012
"374","2012-01-09",1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,"casual",106,"Low",9,2012
"375","2012-01-10",1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,"casual",173,"Low",10,2012
"376","2012-01-11",1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,"casual",92,"Low",11,2012
"377","2012-01-12",1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,"casual",269,"Low",12,2012
"378","2012-01-13",1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,"casual",174,"Low",13,2012
"379","2012-01-14",1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,"casual",333,"Low",14,2012
"380","2012-01-15",1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,"casual",284,"Low",15,2012
"381","2012-01-16",1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,"casual",217,"Low",16,2012
"382","2012-01-17",1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,"casual",127,"Low",17,2012
"383","2012-01-18",1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,"casual",109,"Low",18,2012
"384","2012-01-19",1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,"casual",130,"Low",19,2012
"385","2012-01-20",1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,"casual",115,"Low",20,2012
"386","2012-01-21",1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,"casual",67,"Low",21,2012
"387","2012-01-22",1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,"casual",196,"Low",22,2012
"388","2012-01-23",1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,"casual",145,"Low",23,2012
"389","2012-01-24",1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,"casual",439,"Low",24,2012
"390","2012-01-25",1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,"casual",467,"Low",25,2012
"391","2012-01-26",1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,"casual",244,"Low",26,2012
"392","2012-01-27",1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,"casual",269,"Low",27,2012
"393","2012-01-28",1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,"casual",775,"Low",28,2012
"394","2012-01-29",1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,"casual",558,"Low",29,2012
"395","2012-01-30",1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,"casual",126,"Low",30,2012
"396","2012-01-31",1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,"casual",324,"Low",31,2012
"397","2012-02-01",1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,"casual",304,"Low",1,2012
"398","2012-02-02",1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,"casual",190,"Low",2,2012
"399","2012-02-03",1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,"casual",310,"Low",3,2012
"400","2012-02-04",1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,"casual",384,"Low",4,2012
"401","2012-02-05",1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,"casual",318,"Low",5,2012
"402","2012-02-06",1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,"casual",206,"Low",6,2012
"403","2012-02-07",1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,"casual",199,"Low",7,2012
"404","2012-02-08",1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,"casual",109,"Low",8,2012
"405","2012-02-09",1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,"casual",163,"Low",9,2012
"406","2012-02-10",1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,"casual",227,"Low",10,2012
"407","2012-02-11",1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,"casual",192,"Low",11,2012
"408","2012-02-12",1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,"casual",73,"Low",12,2012
"409","2012-02-13",1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,"casual",94,"Low",13,2012
"410","2012-02-14",1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,"casual",135,"Low",14,2012
"411","2012-02-15",1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,"casual",141,"Low",15,2012
"412","2012-02-16",1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,"casual",74,"Low",16,2012
"413","2012-02-17",1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,"casual",349,"Low",17,2012
"414","2012-02-18",1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,"casual",1435,"Low",18,2012
"415","2012-02-19",1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,"casual",618,"Low",19,2012
"416","2012-02-20",1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,"casual",502,"Low",20,2012
"417","2012-02-21",1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,"casual",163,"Low",21,2012
"418","2012-02-22",1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,"casual",394,"Low",22,2012
"419","2012-02-23",1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,"casual",516,"Low",23,2012
"420","2012-02-24",1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,"casual",246,"Low",24,2012
"421","2012-02-25",1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,"casual",317,"Low",25,2012
"422","2012-02-26",1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,"casual",515,"Low",26,2012
"423","2012-02-27",1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,"casual",253,"Low",27,2012
"424","2012-02-28",1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,"casual",229,"Low",28,2012
"425","2012-02-29",1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,"casual",65,"Low",29,2012
"426","2012-03-01",1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,"casual",325,"Low",1,2012
"427","2012-03-02",1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,"casual",246,"Low",2,2012
"428","2012-03-03",1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,"casual",956,"Low",3,2012
"429","2012-03-04",1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,"casual",710,"Low",4,2012
"430","2012-03-05",1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,"casual",203,"Low",5,2012
"431","2012-03-06",1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,"casual",221,"Low",6,2012
"432","2012-03-07",1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,"casual",432,"Low",7,2012
"433","2012-03-08",1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,"casual",486,"Low",8,2012
"434","2012-03-09",1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,"casual",447,"Low",9,2012
"435","2012-03-10",1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,"casual",968,"Low",10,2012
"436","2012-03-11",1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,"casual",1658,"Low",11,2012
"437","2012-03-12",1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,"casual",838,"Low",12,2012
"438","2012-03-13",1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,"casual",762,"Low",13,2012
"439","2012-03-14",1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,"casual",997,"Low",14,2012
"440","2012-03-15",1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,"casual",1005,"Low",15,2012
"441","2012-03-16",1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,"casual",548,"Low",16,2012
"442","2012-03-17",1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,"casual",3155,"Low",17,2012
"443","2012-03-18",1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,"casual",2207,"Low",18,2012
"444","2012-03-19",1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,"casual",982,"Low",19,2012
"445","2012-03-20",1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,"casual",1051,"Low",20,2012
"446","2012-03-21",2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,"casual",1122,"Low",21,2012
"447","2012-03-22",2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,"casual",1334,"Low",22,2012
"448","2012-03-23",2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,"casual",2469,"Low",23,2012
"449","2012-03-24",2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,"casual",1033,"Low",24,2012
"450","2012-03-25",2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,"casual",1532,"Low",25,2012
"451","2012-03-26",2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,"casual",795,"Low",26,2012
"452","2012-03-27",2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,"casual",531,"Low",27,2012
"453","2012-03-28",2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,"casual",674,"Low",28,2012
"454","2012-03-29",2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,"casual",834,"Low",29,2012
"455","2012-03-30",2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,"casual",796,"Low",30,2012
"456","2012-03-31",2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,"casual",2301,"Low",31,2012
"457","2012-04-01",2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,"casual",2347,"Low",1,2012
"458","2012-04-02",2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,"casual",1208,"Low",2,2012
"459","2012-04-03",2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,"casual",1348,"Low",3,2012
"460","2012-04-04",2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,"casual",1058,"Low",4,2012
"461","2012-04-05",2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,"casual",1192,"Low",5,2012
"462","2012-04-06",2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,"casual",1807,"Low",6,2012
"463","2012-04-07",2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,"casual",3252,"Low",7,2012
"464","2012-04-08",2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,"casual",2230,"Low",8,2012
"465","2012-04-09",2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,"casual",905,"Low",9,2012
"466","2012-04-10",2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,"casual",819,"Low",10,2012
"467","2012-04-11",2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,"casual",482,"Low",11,2012
"468","2012-04-12",2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,"casual",663,"Low",12,2012
"469","2012-04-13",2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,"casual",1252,"Low",13,2012
"470","2012-04-14",2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,"casual",2795,"Low",14,2012
